filename,angle,bbox,text,conf
91Cma3RzseL.jpg,-88.27681732177734,"[[2069, 545], [2397, 545], [2397, 607], [2069, 607]]",Horbaach,0.9156933042294214
91Cma3RzseL.jpg,-88.27681732177734,"[[1780, 616], [1904, 616], [1904, 822], [1780, 822]]",V,0.6357596866724293
91Cma3RzseL.jpg,-88.27681732177734,"[[2032, 641], [2361, 641], [2361, 757], [2032, 757]]",100%,0.8905726671218872
91Cma3RzseL.jpg,-88.27681732177734,"[[2036, 749], [2358, 749], [2358, 821], [2036, 821]]",HIGHEST,0.9999145259261955
91Cma3RzseL.jpg,-88.27681732177734,"[[2039, 821], [2355, 821], [2355, 883], [2039, 883]]",QUALITY,0.9995952276276721
91Cma3RzseL.jpg,-88.27681732177734,"[[368, 948], [452, 948], [452, 1024], [368, 1024]]",TO,0.4822394130050685
91Cma3RzseL.jpg,-88.27681732177734,"[[965, 1077], [1150, 1077], [1150, 1155], [965, 1155]]",HGH,0.6451576161877244
91Cma3RzseL.jpg,-88.27681732177734,"[[266, 1308], [588, 1308], [588, 1458], [266, 1458]]",GMP,0.9528896808624268
91Cma3RzseL.jpg,-88.27681732177734,"[[566, 1037], [701, 1037], [701, 1397], [566, 1397]]",),0.5220310071304226
91Cma3RzseL.jpg,-88.27681732177734,"[[995, 1278], [1563, 1278], [1563, 1501], [995, 1501]]",HUSK,0.9482148885726929
91Cma3RzseL.jpg,-88.27681732177734,"[[1558, 1484], [1685, 1484], [1685, 1545], [1558, 1545]]",OVATA,0.9981597891524475
91Cma3RzseL.jpg,-88.27681732177734,"[[908, 1529], [1250, 1529], [1250, 1663], [908, 1663]]",140OmG,0.28700110137904805
91Cma3RzseL.jpg,-88.27681732177734,"[[1476, 1545], [1607, 1545], [1607, 1606], [1476, 1606]]",SEEDS,0.9989012747267649
91Cma3RzseL.jpg,-88.27681732177734,"[[1334, 1840], [1545, 1840], [1545, 1966], [1334, 1966]]",365,0.9999986234898187
91Cma3RzseL.jpg,-88.27681732177734,"[[1930, 2404], [2487, 2404], [2487, 2512], [1930, 2512]]",HOcbaaCh,0.23030571916199297
91Cma3RzseL.jpg,-88.27681732177734,"[[1057.1033793898916, 873.6274346577618], [1382.7467964237935, 846.1343263908481], [1383.8966206101084, 908.3725653422382], [1058.2532035762065, 935.8656736091519]]",Horbaach',0.9196165409208003
91Cma3RzseL.jpg,-88.27681732177734,"[[481.2335635976379, 944.0326940923634], [609.9948683441107, 1008.696119312699], [572.7664364023622, 1078.9673059076365], [444.0051316558893, 1014.303880687301]]",GMP,0.8578368844065496
91Cma3RzseL.jpg,-88.27681732177734,"[[225.54358609640647, 914.0049604346978], [381.4975968554585, 963.1236830783955], [238.45641390359353, 1415.9950395653022], [82.50240314454153, 1366.8763169216045]]",(,0.9582992941502825
91Cma3RzseL.jpg,-88.27681732177734,"[[1170.1170986264233, 1072.1756479396352], [1528.7990811814238, 1041.3349188943453], [1530.8829013735767, 1098.8243520603648], [1172.2009188185762, 1128.6650811056547]]",STtRE NGTh,0.26535725633299345
91Cma3RzseL.jpg,-88.27681732177734,"[[847.7580855142542, 1166.2517472912268], [1709.1993956408583, 1096.2567939490148], [1708.2419144857458, 1271.7482527087732], [845.8006043591416, 1341.7432060509852]]",PSYLLIUM,0.9996699676163505
91Cma3RzseL.jpg,-88.27681732177734,"[[1797.1226640567277, 1295.1039765105484], [2169.841280909341, 1100.802292574993], [2219.8773359432726, 1238.8960234894516], [1847.1587190906587, 1433.197707425007]]",ANUFACTURSS,0.04162948915986214
91Cma3RzseL.jpg,-88.27681732177734,"[[2222.074853959363, 1191.0614046952217], [2289.94974087781, 1230.1626818219506], [2260.925146040637, 1279.9385953047783], [2193.05025912219, 1241.8373181780494]]",IN,0.9955654123814
91Cma3RzseL.jpg,-88.27681732177734,"[[2255.678068244449, 1261.1259548711355], [2296.5911015368033, 1228.0250018657214], [2369.321931755551, 1326.8740451288645], [2328.4088984631967, 1359.9749981342786]]",4,0.3229122629776704
91Cma3RzseL.jpg,-88.27681732177734,"[[2324.963203131951, 1344.090257852122], [2370.2156336242156, 1329.1244374829573], [2395.036796868049, 1412.909742147878], [2349.7843663757844, 1427.8755625170427]]",S,0.5061548838722594
91Cma3RzseL.jpg,-88.27681732177734,"[[1336.671267835837, 1515.5754088880901], [1562.7921878393147, 1495.5734882710876], [1565.328732164163, 1543.4245911119099], [1338.2078121606853, 1562.4265117289124]]",PLANTAGO,0.9988203542754668
